,产品1,产品2,关联度
6794,ID370,ID353,1
6795,ID370,ID430,2
6796,ID370,ID487,12
6797,ID401,ID38,1
6798,ID401,ID160,1
6799,ID401,ID285,1
6800,ID401,ID430,1
6801,ID409,ID38,1
6802,ID409,ID160,2
6803,ID409,ID285,6
6804,ID409,ID430,5
6805,ID430,ID7,9
6806,ID430,ID38,1
6807,ID430,ID97,7
6808,ID430,ID160,4
6809,ID430,ID264,4
6810,ID430,ID285,4
6811,ID430,ID341,5
6812,ID430,ID353,2
6813,ID430,ID370,2
6814,ID430,ID401,1
6815,ID430,ID409,5
6816,ID430,ID487,14
6817,ID487,ID38,2
6818,ID487,ID285,28
6819,ID487,ID353,4
6820,ID487,ID370,12
6821,ID487,ID430,14
6822,ID309,ID341,2
6823,ID309,ID344,2
6824,ID341,ID309,2
6825,ID344,ID309,2
6826,ID97,ID203,8
6827,ID97,ID232,1
6828,ID203,ID97,8
6829,ID203,ID234,2
6830,ID203,ID409,2
6831,ID232,ID97,1
6832,ID232,ID234,1
6833,ID232,ID285,1
6834,ID232,ID409,1
6835,ID234,ID203,2
6836,ID234,ID232,1
6837,ID234,ID285,3
6838,ID234,ID409,1
6839,ID285,ID232,1
6840,ID285,ID234,3
6841,ID409,ID203,2
6842,ID409,ID232,1
6843,ID409,ID234,1
6844,ID233,ID415,1
6845,ID415,ID233,1
6846,ID64,ID179,4
6847,ID64,ID287,1
6848,ID64,ID318,5
6849,ID64,ID364,8
6850,ID179,ID64,4
6851,ID179,ID287,2
6852,ID179,ID318,7
6853,ID287,ID64,1
6854,ID287,ID179,2
6855,ID287,ID344,2
6856,ID318,ID64,5
6857,ID318,ID179,7
6858,ID318,ID344,7
6859,ID344,ID287,2
6860,ID344,ID318,7
6861,ID364,ID64,8
6862,ID81,ID454,1
6863,ID454,ID81,1
6864,ID230,ID394,2
6865,ID318,ID394,5
6866,ID394,ID230,2
6867,ID394,ID318,5
6868,ID367,ID374,6
6869,ID367,ID447,9
6870,ID374,ID367,6
6871,ID374,ID447,6
6872,ID447,ID367,9
6873,ID447,ID374,6
6874,ID230,ID428,1
6875,ID318,ID428,2
6876,ID428,ID230,1
6877,ID428,ID318,2
6878,ID72,ID160,4
6879,ID72,ID232,1
6880,ID72,ID371,2
6881,ID160,ID72,4
6882,ID232,ID72,1
6883,ID371,ID72,2
6884,ID72,ID144,1
6885,ID144,ID72,1
6886,ID104,ID394,1
6887,ID394,ID104,1
6888,ID7,ID36,9
6889,ID7,ID220,1
6890,ID7,ID249,16
6891,ID7,ID299,2
6892,ID7,ID322,1
6893,ID7,ID512,4
6894,ID26,ID36,2
6895,ID26,ID64,2
6896,ID26,ID149,10
6897,ID26,ID203,4
6898,ID26,ID220,1
6899,ID26,ID249,5
6900,ID26,ID269,9
6901,ID26,ID273,3
6902,ID26,ID299,1
6903,ID26,ID318,1
6904,ID26,ID322,1
6905,ID26,ID414,2
6906,ID26,ID501,2
6907,ID26,ID512,2
6908,ID36,ID7,9
6909,ID36,ID26,2
6910,ID36,ID64,2
6911,ID36,ID98,3
6912,ID36,ID149,5
6913,ID36,ID160,3
6914,ID36,ID203,3
6915,ID36,ID220,1
6916,ID36,ID221,5
6917,ID36,ID249,3
6918,ID36,ID269,1
6919,ID36,ID273,2
6920,ID36,ID297,2
6921,ID36,ID299,1
6922,ID36,ID318,1
6923,ID36,ID322,1
6924,ID36,ID364,4
6925,ID36,ID373,3
6926,ID36,ID414,1
6927,ID36,ID501,1
6928,ID36,ID512,1
6929,ID64,ID26,2
6930,ID64,ID36,2
6931,ID64,ID98,4
6932,ID64,ID220,1
6933,ID64,ID269,4
6934,ID64,ID273,3
6935,ID64,ID322,1
6936,ID64,ID373,5
6937,ID64,ID501,1
6938,ID64,ID512,1
6939,ID98,ID36,3
6940,ID98,ID64,4
6941,ID98,ID203,13
6942,ID98,ID221,18
6943,ID98,ID249,10
6944,ID98,ID273,2
6945,ID98,ID299,1
6946,ID98,ID318,5
6947,ID98,ID501,2
6948,ID98,ID512,1
6949,ID149,ID26,10
6950,ID149,ID36,5
6951,ID149,ID203,13
6952,ID149,ID273,5
6953,ID149,ID299,3
6954,ID149,ID318,6
6955,ID149,ID322,3
6956,ID149,ID512,3
6957,ID160,ID36,3
6958,ID160,ID220,1
6959,ID160,ID299,1
6960,ID160,ID322,1
6961,ID160,ID414,6
6962,ID160,ID501,1
6963,ID160,ID512,2
6964,ID203,ID26,4
6965,ID203,ID36,3
6966,ID203,ID98,13
6967,ID203,ID149,13
6968,ID203,ID220,1
6969,ID203,ID221,19
6970,ID203,ID273,2
6971,ID203,ID299,1
6972,ID203,ID318,3
6973,ID203,ID322,1
6974,ID203,ID364,19
6975,ID203,ID414,4
6976,ID203,ID501,1
6977,ID203,ID512,1
6978,ID220,ID7,1
6979,ID220,ID26,1
6980,ID220,ID36,1
6981,ID220,ID64,1
6982,ID220,ID160,1
6983,ID220,ID203,1
6984,ID220,ID249,1
6985,ID220,ID273,1
6986,ID220,ID299,1
6987,ID220,ID318,1
6988,ID220,ID322,1
6989,ID220,ID373,1
6990,ID220,ID414,1
6991,ID220,ID512,1
6992,ID221,ID36,5
6993,ID221,ID98,18
6994,ID221,ID203,19
6995,ID221,ID269,15
6996,ID221,ID273,4
6997,ID221,ID512,2
6998,ID249,ID7,16
6999,ID249,ID26,5
7000,ID249,ID36,3
7001,ID249,ID98,10
7002,ID249,ID220,1
7003,ID249,ID269,5
7004,ID249,ID273,4
7005,ID249,ID299,1
7006,ID249,ID322,1
7007,ID249,ID501,2
7008,ID249,ID512,1
7009,ID269,ID26,9
7010,ID269,ID36,1
7011,ID269,ID64,4
7012,ID269,ID221,15
7013,ID269,ID249,5
7014,ID269,ID273,2
7015,ID269,ID318,3
7016,ID269,ID322,1
7017,ID269,ID512,3
7018,ID273,ID26,3
7019,ID273,ID36,2
7020,ID273,ID64,3
7021,ID273,ID98,2
7022,ID273,ID149,5
7023,ID273,ID203,2
7024,ID273,ID220,1
7025,ID273,ID221,4
7026,ID273,ID249,4
7027,ID273,ID269,2
7028,ID273,ID297,2
7029,ID273,ID299,2
7030,ID273,ID318,1
7031,ID273,ID322,2
7032,ID273,ID364,4
7033,ID273,ID373,7
7034,ID273,ID414,1
7035,ID273,ID501,1
7036,ID273,ID512,2
7037,ID297,ID36,2
7038,ID297,ID273,2
7039,ID297,ID414,7
7040,ID297,ID512,2
7041,ID299,ID7,2
7042,ID299,ID26,1
7043,ID299,ID36,1
7044,ID299,ID98,1
7045,ID299,ID149,3
7046,ID299,ID160,1
7047,ID299,ID203,1
7048,ID299,ID220,1
7049,ID299,ID249,1
7050,ID299,ID273,2
7051,ID299,ID318,1
7052,ID299,ID322,2
7053,ID299,ID414,1
7054,ID299,ID454,3
7055,ID299,ID501,1
7056,ID299,ID512,1
7057,ID318,ID26,1
7058,ID318,ID36,1
7059,ID318,ID98,5
7060,ID318,ID149,6
7061,ID318,ID203,3
7062,ID318,ID220,1
7063,ID318,ID269,3
7064,ID318,ID273,1
7065,ID318,ID299,1
7066,ID318,ID322,1
7067,ID318,ID501,1
7068,ID318,ID512,1
7069,ID322,ID7,1
7070,ID322,ID26,1
7071,ID322,ID36,1
7072,ID322,ID64,1
7073,ID322,ID149,3
7074,ID322,ID160,1
7075,ID322,ID203,1
7076,ID322,ID220,1
7077,ID322,ID249,1
7078,ID322,ID269,1
7079,ID322,ID273,2
7080,ID322,ID299,2
7081,ID322,ID318,1
7082,ID322,ID364,1
7083,ID322,ID373,2
7084,ID322,ID414,1
7085,ID322,ID454,2
7086,ID322,ID501,1
7087,ID322,ID512,1
7088,ID364,ID36,4
7089,ID364,ID203,19
7090,ID364,ID273,4
7091,ID364,ID322,1
7092,ID364,ID512,3
7093,ID373,ID36,3
7094,ID373,ID64,5
7095,ID373,ID220,1
7096,ID373,ID273,7
7097,ID373,ID322,2
7098,ID373,ID501,2
7099,ID373,ID512,3
7100,ID414,ID26,2
7101,ID414,ID36,1
7102,ID414,ID160,6
7103,ID414,ID203,4
7104,ID414,ID220,1
7105,ID414,ID273,1
7106,ID414,ID297,7
7107,ID414,ID299,1
7108,ID414,ID322,1
7109,ID414,ID501,1
7110,ID414,ID512,1
7111,ID454,ID299,3
7112,ID454,ID322,2
7113,ID454,ID512,2
7114,ID501,ID26,2
7115,ID501,ID36,1
7116,ID501,ID64,1
7117,ID501,ID98,2
7118,ID501,ID160,1
7119,ID501,ID203,1
7120,ID501,ID249,2
7121,ID501,ID273,1
7122,ID501,ID299,1
7123,ID501,ID318,1
7124,ID501,ID322,1
7125,ID501,ID373,2
7126,ID501,ID414,1
7127,ID501,ID512,1
7128,ID512,ID7,4
7129,ID512,ID26,2
7130,ID512,ID36,1
7131,ID512,ID64,1
7132,ID512,ID98,1
7133,ID512,ID149,3
7134,ID512,ID160,2
7135,ID512,ID203,1
7136,ID512,ID220,1
7137,ID512,ID221,2
7138,ID512,ID249,1
7139,ID512,ID269,3
7140,ID512,ID273,2
7141,ID512,ID297,2
7142,ID512,ID299,1
7143,ID512,ID318,1
7144,ID512,ID322,1
7145,ID512,ID364,3
7146,ID512,ID373,3
7147,ID512,ID414,1
7148,ID512,ID454,2
7149,ID512,ID501,1
7150,ID379,ID454,14
7151,ID379,ID466,7
7152,ID454,ID379,14
7153,ID454,ID464,2
7154,ID464,ID454,2
7155,ID464,ID466,1
7156,ID466,ID379,7
7157,ID466,ID464,1
7158,ID98,ID278,3
7159,ID278,ID98,3
7160,ID278,ID322,1
7161,ID322,ID278,1
7162,ID71,ID203,4
7163,ID71,ID344,7
7164,ID71,ID356,3
7165,ID71,ID391,2
7166,ID167,ID203,5
7167,ID167,ID269,10
7168,ID167,ID391,3
7169,ID203,ID71,4
7170,ID203,ID167,5
7171,ID203,ID344,11
7172,ID203,ID356,4
7173,ID203,ID391,5
7174,ID221,ID391,4
7175,ID269,ID167,10
7176,ID269,ID356,5
7177,ID269,ID391,3
7178,ID294,ID391,3
7179,ID309,ID356,1
7180,ID309,ID364,1
7181,ID309,ID391,1
7182,ID341,ID391,10
7183,ID344,ID71,7
7184,ID344,ID203,11
7185,ID344,ID356,7
7186,ID344,ID391,3
7187,ID356,ID71,3
7188,ID356,ID203,4
7189,ID356,ID269,5
7190,ID356,ID309,1
7191,ID356,ID344,7
7192,ID356,ID364,10
7193,ID356,ID391,3
7194,ID364,ID309,1
7195,ID364,ID356,10
7196,ID364,ID391,2
7197,ID391,ID71,2
7198,ID391,ID167,3
7199,ID391,ID203,5
7200,ID391,ID221,4
7201,ID391,ID269,3
7202,ID391,ID294,3
7203,ID391,ID309,1
7204,ID391,ID341,10
7205,ID391,ID344,3
7206,ID391,ID356,3
7207,ID391,ID364,2
7208,ID97,ID208,4
7209,ID208,ID97,4
7210,ID6,ID98,1
7211,ID6,ID160,1
7212,ID6,ID203,2
7213,ID6,ID232,1
7214,ID6,ID301,1
7215,ID6,ID487,11
7216,ID98,ID6,1
7217,ID98,ID232,2
7218,ID98,ID301,3
7219,ID160,ID6,1
7220,ID160,ID301,3
7221,ID203,ID6,2
7222,ID203,ID301,3
7223,ID232,ID6,1
7224,ID232,ID98,2
7225,ID232,ID301,2
7226,ID301,ID6,1
7227,ID301,ID98,3
7228,ID301,ID160,3
7229,ID301,ID203,3
7230,ID301,ID232,2
7231,ID487,ID6,11
7232,ID98,ID291,1
7233,ID291,ID98,1
7234,ID327,ID364,2
7235,ID364,ID327,2
7236,ID64,ID71,3
7237,ID71,ID64,3
7238,ID7,ID40,16
7239,ID7,ID232,1
7240,ID7,ID301,2
7241,ID40,ID7,16
7242,ID40,ID98,11
7243,ID40,ID101,3
7244,ID40,ID160,16
7245,ID40,ID203,11
7246,ID40,ID232,1
7247,ID40,ID301,2
7248,ID98,ID40,11
7249,ID101,ID40,3
7250,ID101,ID160,10
7251,ID101,ID203,4
7252,ID101,ID232,1
7253,ID101,ID301,1
7254,ID101,ID451,6
7255,ID149,ID232,1
7256,ID149,ID301,2
7257,ID160,ID40,16
7258,ID160,ID101,10
7259,ID203,ID40,11
7260,ID203,ID101,4
7261,ID203,ID451,19
7262,ID221,ID232,2
7263,ID221,ID301,2
7264,ID232,ID7,1
7265,ID232,ID40,1
7266,ID232,ID101,1
7267,ID232,ID149,1
7268,ID232,ID221,2
7269,ID232,ID364,1
7270,ID232,ID451,1
7271,ID301,ID7,2
7272,ID301,ID40,2
7273,ID301,ID101,1
7274,ID301,ID149,2
7275,ID301,ID221,2
7276,ID301,ID364,2
7277,ID301,ID451,4
7278,ID301,ID454,3
7279,ID364,ID232,1
7280,ID364,ID301,2
7281,ID451,ID101,6
7282,ID451,ID203,19
7283,ID451,ID232,1
7284,ID451,ID301,4
7285,ID454,ID301,3
7286,ID221,ID371,11
7287,ID371,ID221,11
7288,ID98,ID287,2
7289,ID287,ID98,2
7290,ID230,ID249,2
7291,ID230,ID297,3
7292,ID249,ID230,2
7293,ID297,ID230,3
7294,ID26,ID259,1
7295,ID26,ID264,3
7296,ID26,ID387,4
7297,ID26,ID455,1
7298,ID160,ID259,2
7299,ID160,ID425,5
7300,ID167,ID259,2
7301,ID167,ID264,6
7302,ID167,ID425,3
7303,ID167,ID455,1
7304,ID207,ID259,1
7305,ID207,ID264,2
7306,ID207,ID425,1
7307,ID207,ID455,1
7308,ID259,ID26,1
7309,ID259,ID160,2
7310,ID259,ID167,2
7311,ID259,ID207,1
7312,ID259,ID264,2
7313,ID259,ID269,1
7314,ID259,ID294,1
7315,ID259,ID364,1
7316,ID259,ID387,1
7317,ID259,ID425,1
7318,ID259,ID443,1
7319,ID259,ID451,2
7320,ID259,ID455,1
7321,ID259,ID487,5
7322,ID264,ID26,3
7323,ID264,ID167,6
7324,ID264,ID207,2
7325,ID264,ID259,2
7326,ID264,ID269,7
7327,ID264,ID294,4
7328,ID264,ID364,10
7329,ID264,ID387,2
7330,ID264,ID425,1
7331,ID264,ID443,5
7332,ID264,ID451,8
7333,ID264,ID455,1
7334,ID269,ID259,1
7335,ID269,ID264,7
7336,ID269,ID387,5
7337,ID269,ID425,2
7338,ID269,ID455,1
7339,ID294,ID259,1
7340,ID294,ID264,4
7341,ID294,ID425,1
7342,ID294,ID455,1
7343,ID364,ID259,1
7344,ID364,ID264,10
7345,ID364,ID387,7
7346,ID364,ID455,2
7347,ID387,ID26,4
7348,ID387,ID259,1
7349,ID387,ID264,2
7350,ID387,ID269,5
7351,ID387,ID364,7
7352,ID387,ID425,1
7353,ID387,ID451,6
7354,ID387,ID455,1
7355,ID425,ID160,5
7356,ID425,ID167,3
7357,ID425,ID207,1
7358,ID425,ID259,1
7359,ID425,ID264,1
7360,ID425,ID269,2
7361,ID425,ID294,1
7362,ID425,ID387,1
7363,ID425,ID443,2
7364,ID425,ID451,3
7365,ID425,ID455,1
7366,ID443,ID259,1
7367,ID443,ID264,5
7368,ID443,ID425,2
7369,ID443,ID455,1
7370,ID451,ID259,2
7371,ID451,ID264,8
7372,ID451,ID387,6
7373,ID451,ID425,3
7374,ID451,ID455,3
7375,ID455,ID26,1
7376,ID455,ID167,1
7377,ID455,ID207,1
7378,ID455,ID259,1
7379,ID455,ID264,1
7380,ID455,ID269,1
7381,ID455,ID294,1
7382,ID455,ID364,2
7383,ID455,ID387,1
7384,ID455,ID425,1
7385,ID455,ID443,1
7386,ID455,ID451,3
7387,ID487,ID259,5
7388,ID7,ID76,2
7389,ID7,ID209,7
7390,ID7,ID259,5
7391,ID76,ID7,2
7392,ID76,ID259,1
7393,ID76,ID297,1
7394,ID76,ID392,1
7395,ID76,ID394,1
7396,ID111,ID259,4
7397,ID111,ID297,6
7398,ID111,ID392,1
7399,ID111,ID394,5
7400,ID209,ID7,7
7401,ID209,ID259,2
7402,ID209,ID394,2
7403,ID259,ID7,5
7404,ID259,ID76,1
7405,ID259,ID111,4
7406,ID259,ID209,2
7407,ID259,ID297,2
7408,ID259,ID341,4
7409,ID259,ID392,1
7410,ID259,ID394,2
7411,ID297,ID76,1
7412,ID297,ID111,6
7413,ID297,ID259,2
7414,ID341,ID259,4
7415,ID392,ID76,1
7416,ID392,ID111,1
7417,ID392,ID259,1
7418,ID394,ID76,1
7419,ID394,ID111,5
7420,ID394,ID209,2
7421,ID394,ID259,2
7422,ID98,ID286,2
7423,ID98,ID390,3
7424,ID286,ID98,2
7425,ID390,ID98,3
7426,ID7,ID464,1
7427,ID86,ID113,3
7428,ID98,ID113,2
7429,ID98,ID379,7
7430,ID98,ID464,1
7431,ID113,ID86,3
7432,ID113,ID98,2
7433,ID113,ID379,1
7434,ID113,ID440,3
7435,ID113,ID464,1
7436,ID379,ID98,7
7437,ID379,ID113,1
7438,ID379,ID494,2
7439,ID440,ID113,3
7440,ID464,ID7,1
7441,ID464,ID98,1
7442,ID464,ID113,1
7443,ID464,ID494,2
7444,ID494,ID379,2
7445,ID494,ID464,2
7446,ID159,ID392,1
7447,ID382,ID392,1
7448,ID392,ID159,1
7449,ID392,ID382,1
7450,ID98,ID230,2
7451,ID179,ID230,1
7452,ID230,ID98,2
7453,ID230,ID179,1
7454,ID230,ID344,2
7455,ID344,ID230,2
7456,ID379,ID395,8
7457,ID379,ID509,6
7458,ID391,ID395,7
7459,ID391,ID509,6
7460,ID395,ID379,8
7461,ID395,ID391,7
7462,ID395,ID491,3
7463,ID491,ID395,3
7464,ID509,ID379,6
7465,ID509,ID391,6
7466,ID149,ID264,4
7467,ID149,ID309,1
7468,ID179,ID252,6
7469,ID179,ID264,6
7470,ID179,ID273,2
7471,ID221,ID264,7
7472,ID252,ID179,6
7473,ID252,ID264,3
7474,ID252,ID273,1
7475,ID252,ID299,1
7476,ID252,ID309,1
7477,ID252,ID322,1
7478,ID252,ID454,11
7479,ID264,ID149,4
7480,ID264,ID179,6
7481,ID264,ID221,7
7482,ID264,ID252,3
7483,ID264,ID273,4
7484,ID264,ID299,1
7485,ID264,ID309,1
7486,ID264,ID322,1
7487,ID264,ID395,11
7488,ID264,ID454,13
7489,ID273,ID179,2
7490,ID273,ID252,1
7491,ID273,ID264,4
7492,ID273,ID309,1
7493,ID273,ID395,4
7494,ID299,ID252,1
7495,ID299,ID264,1
7496,ID309,ID149,1
7497,ID309,ID252,1
7498,ID309,ID264,1
7499,ID309,ID273,1
7500,ID309,ID322,1
7501,ID322,ID252,1
7502,ID322,ID264,1
7503,ID322,ID309,1
7504,ID395,ID264,11
7505,ID395,ID273,4
7506,ID454,ID252,11
7507,ID454,ID264,13
7508,ID275,ID395,1
7509,ID395,ID275,1
7510,ID98,ID491,1
7511,ID491,ID98,1
7512,ID64,ID230,1
7513,ID64,ID394,8
7514,ID64,ID509,7
7515,ID98,ID248,12
7516,ID230,ID64,1
7517,ID230,ID248,1
7518,ID230,ID454,1
7519,ID230,ID487,1
7520,ID230,ID509,1
7521,ID248,ID98,12
7522,ID248,ID230,1
7523,ID248,ID318,2
7524,ID248,ID344,17
7525,ID248,ID509,18
7526,ID318,ID248,2
7527,ID318,ID509,4
7528,ID344,ID248,17
7529,ID394,ID64,8
7530,ID454,ID230,1
7531,ID487,ID230,1
7532,ID509,ID64,7
7533,ID509,ID230,1
7534,ID509,ID248,18
7535,ID509,ID318,4
7536,ID7,ID336,13
7537,ID7,ID436,4
7538,ID113,ID336,1
7539,ID113,ID402,2
7540,ID113,ID436,1
7541,ID336,ID7,13
7542,ID336,ID113,1
7543,ID402,ID113,2
7544,ID436,ID7,4
7545,ID436,ID113,1
7546,ID167,ID501,1
7547,ID501,ID167,1
7548,ID71,ID98,2
7549,ID98,ID71,2
7550,ID98,ID309,1
7551,ID309,ID98,1
7552,ID64,ID69,5
7553,ID64,ID199,3
7554,ID64,ID434,3
7555,ID69,ID64,5
7556,ID69,ID199,2
7557,ID69,ID249,5
7558,ID69,ID434,2
7559,ID199,ID64,3
7560,ID199,ID69,2
7561,ID199,ID487,3
7562,ID249,ID69,5
7563,ID434,ID64,3
7564,ID434,ID69,2
7565,ID434,ID487,3
7566,ID487,ID199,3
7567,ID487,ID434,3
7568,ID98,ID353,3
7569,ID98,ID401,1
7570,ID98,ID409,2
7571,ID248,ID353,4
7572,ID353,ID98,3
7573,ID353,ID248,4
7574,ID353,ID415,2
7575,ID401,ID98,1
7576,ID401,ID415,1
7577,ID409,ID98,2
7578,ID409,ID415,2
7579,ID415,ID353,2
7580,ID415,ID401,1
7581,ID415,ID409,2
7582,ID355,ID392,1
7583,ID392,ID355,1
7584,ID7,ID69,8
7585,ID7,ID144,2
7586,ID69,ID7,8
7587,ID144,ID7,2
7588,ID203,ID287,1
7589,ID287,ID203,1
7590,ID287,ID394,1
7591,ID287,ID509,1
7592,ID297,ID451,18
7593,ID394,ID287,1
7594,ID451,ID297,18
7595,ID451,ID509,18
7596,ID509,ID287,1
7597,ID509,ID451,18
7598,ID98,ID486,1
7599,ID149,ID486,1
7600,ID454,ID486,1
7601,ID486,ID98,1
7602,ID486,ID149,1
7603,ID486,ID454,1
7604,ID486,ID509,1
7605,ID509,ID486,1
7606,ID21,ID123,7
7607,ID21,ID426,19
7608,ID123,ID21,7
7609,ID123,ID167,2
7610,ID123,ID426,3
7611,ID123,ID443,4
7612,ID123,ID487,7
7613,ID167,ID123,2
7614,ID167,ID426,14
7615,ID294,ID426,10
7616,ID344,ID426,16
7617,ID426,ID21,19
7618,ID426,ID123,3
7619,ID426,ID167,14
7620,ID426,ID294,10
7621,ID426,ID344,16
7622,ID426,ID443,14
7623,ID426,ID487,25
7624,ID443,ID123,4
7625,ID443,ID426,14
7626,ID487,ID123,7
7627,ID487,ID426,25
7628,ID29,ID54,6
7629,ID29,ID84,1
7630,ID29,ID149,3
7631,ID29,ID273,2
7632,ID29,ID297,1
7633,ID29,ID333,2
7634,ID29,ID341,2
7635,ID29,ID365,2
7636,ID29,ID371,3
7637,ID29,ID380,3
7638,ID29,ID395,2
7639,ID29,ID438,2
7640,ID29,ID454,5
7641,ID29,ID487,20
7642,ID54,ID29,6
7643,ID54,ID84,1
7644,ID54,ID273,4
7645,ID54,ID297,8
7646,ID54,ID333,6
7647,ID54,ID365,3
7648,ID54,ID380,16
7649,ID84,ID29,1
7650,ID84,ID54,1
7651,ID84,ID149,2
7652,ID84,ID273,1
7653,ID84,ID297,2
7654,ID84,ID333,3
7655,ID84,ID341,1
7656,ID84,ID365,2
7657,ID84,ID371,3
7658,ID84,ID380,3
7659,ID84,ID395,3
7660,ID84,ID438,3
7661,ID84,ID454,1
7662,ID84,ID487,4
7663,ID149,ID29,3
7664,ID149,ID84,2
7665,ID149,ID333,6
7666,ID149,ID365,2
7667,ID149,ID380,7
7668,ID273,ID29,2
7669,ID273,ID54,4
7670,ID273,ID84,1
7671,ID273,ID333,1
7672,ID273,ID341,6
7673,ID273,ID365,1
7674,ID273,ID371,2
7675,ID273,ID380,2
7676,ID273,ID438,1
7677,ID297,ID29,1
7678,ID297,ID54,8
7679,ID297,ID84,2
7680,ID297,ID333,5
7681,ID297,ID371,10
7682,ID297,ID380,5
7683,ID297,ID438,4
7684,ID333,ID29,2
7685,ID333,ID54,6
7686,ID333,ID84,3
7687,ID333,ID149,6
7688,ID333,ID273,1
7689,ID333,ID297,5
7690,ID333,ID341,7
7691,ID333,ID365,3
7692,ID333,ID371,9
7693,ID333,ID438,4
7694,ID341,ID29,2
7695,ID341,ID84,1
7696,ID341,ID273,6
7697,ID341,ID333,7
7698,ID341,ID365,3
7699,ID341,ID380,7
7700,ID365,ID29,2
7701,ID365,ID54,3
7702,ID365,ID84,2
7703,ID365,ID149,2
7704,ID365,ID273,1
7705,ID365,ID333,3
7706,ID365,ID341,3
7707,ID365,ID371,2
7708,ID365,ID380,2
7709,ID365,ID395,4
7710,ID365,ID438,4
7711,ID365,ID487,8
7712,ID371,ID29,3
7713,ID371,ID84,3
7714,ID371,ID273,2
7715,ID371,ID297,10
7716,ID371,ID333,9
7717,ID371,ID365,2
7718,ID371,ID380,21
7719,ID371,ID438,4
7720,ID380,ID29,3
7721,ID380,ID54,16
7722,ID380,ID84,3
7723,ID380,ID149,7
7724,ID380,ID273,2
7725,ID380,ID297,5
7726,ID380,ID341,7
7727,ID380,ID365,2
7728,ID380,ID371,21
7729,ID380,ID395,9
7730,ID380,ID438,3
7731,ID395,ID29,2
7732,ID395,ID84,3
7733,ID395,ID365,4
7734,ID395,ID380,9
7735,ID438,ID29,2
7736,ID438,ID84,3
7737,ID438,ID273,1
7738,ID438,ID297,4
7739,ID438,ID333,4
7740,ID438,ID365,4
7741,ID438,ID371,4
7742,ID438,ID380,3
7743,ID454,ID29,5
7744,ID454,ID84,1
7745,ID487,ID29,20
7746,ID487,ID84,4
7747,ID487,ID365,8
7748,ID7,ID49,6
7749,ID7,ID95,6
7750,ID7,ID380,10
7751,ID7,ID456,12
7752,ID49,ID7,6
7753,ID49,ID70,2
7754,ID49,ID71,1
7755,ID49,ID95,2
7756,ID49,ID97,4
7757,ID49,ID111,1
7758,ID49,ID203,3
7759,ID49,ID283,6
7760,ID49,ID289,1
7761,ID49,ID373,3
7762,ID49,ID379,3
7763,ID49,ID380,3
7764,ID49,ID402,3
7765,ID49,ID409,1
7766,ID49,ID443,3
7767,ID49,ID454,4
7768,ID49,ID456,2
7769,ID49,ID487,10
7770,ID49,ID509,3
7771,ID70,ID49,2
7772,ID70,ID95,2
7773,ID70,ID111,4
7774,ID70,ID203,1
7775,ID70,ID283,2
7776,ID70,ID289,2
7777,ID70,ID380,5
7778,ID70,ID409,1
7779,ID70,ID443,3
7780,ID70,ID454,2
7781,ID70,ID456,2
7782,ID70,ID509,3
7783,ID71,ID49,1
7784,ID71,ID95,1
7785,ID71,ID97,4
7786,ID71,ID111,3
7787,ID71,ID283,4
7788,ID71,ID289,3
7789,ID71,ID379,3
7790,ID71,ID380,2
7791,ID71,ID402,3
7792,ID71,ID409,1
7793,ID71,ID443,3
7794,ID71,ID456,2
7795,ID95,ID7,6
7796,ID95,ID49,2
7797,ID95,ID70,2
7798,ID95,ID71,1
7799,ID95,ID97,3
7800,ID95,ID111,1
7801,ID95,ID203,2
7802,ID95,ID283,1
7803,ID95,ID289,1
7804,ID95,ID373,2
7805,ID95,ID379,1
7806,ID95,ID380,2
7807,ID95,ID402,3
7808,ID95,ID409,1
7809,ID95,ID443,2
7810,ID95,ID456,2
7811,ID95,ID509,1
7812,ID97,ID49,4
7813,ID97,ID71,4
7814,ID97,ID95,3
7815,ID97,ID283,9
7816,ID97,ID289,6
7817,ID97,ID380,13
7818,ID97,ID443,5
7819,ID97,ID456,7
7820,ID97,ID509,6
7821,ID111,ID49,1
7822,ID111,ID70,4
7823,ID111,ID71,3
7824,ID111,ID95,1
7825,ID111,ID203,2
7826,ID111,ID283,2
7827,ID111,ID289,2
7828,ID111,ID379,2
7829,ID111,ID380,4
7830,ID111,ID402,4
7831,ID111,ID409,1
7832,ID111,ID454,5
7833,ID111,ID456,3
7834,ID111,ID509,8
7835,ID203,ID49,3
7836,ID203,ID70,1
7837,ID203,ID95,2
7838,ID203,ID111,2
7839,ID203,ID283,3
7840,ID203,ID289,2
7841,ID203,ID379,3
7842,ID203,ID380,4
7843,ID203,ID402,3
7844,ID203,ID443,7
7845,ID203,ID456,2
7846,ID283,ID49,6
7847,ID283,ID70,2
7848,ID283,ID71,4
7849,ID283,ID95,1
7850,ID283,ID97,9
7851,ID283,ID111,2
7852,ID283,ID203,3
7853,ID283,ID380,17
7854,ID283,ID402,5
7855,ID283,ID409,1
7856,ID283,ID443,5
7857,ID283,ID454,13
7858,ID283,ID456,4
7859,ID283,ID509,4
7860,ID289,ID49,1
7861,ID289,ID70,2
7862,ID289,ID71,3
7863,ID289,ID95,1
7864,ID289,ID97,6
7865,ID289,ID111,2
7866,ID289,ID203,2
7867,ID289,ID380,2
7868,ID289,ID402,5
