语料ID,产品ID,产品名称
餐饮评论-3786,ID2786,贵族自助牛排餐厅（华侨城店）
餐饮评论-3787,ID2787,贵族自助牛排餐厅（华侨城店）
餐饮评论-3788,ID2788,贵族自助牛排餐厅（华侨城店）
餐饮评论-3789,ID2789,源丰唐茶楼（电白万达广场店）
餐饮评论-3790,ID2790,顺德火焰醉鹅坊（站北五路店）
餐饮评论-3791,ID2791,果之度（为民店）
餐饮评论-3792,ID2792,十七门重庆老火锅（电白万达店）
餐饮评论-3793,ID2793,相聚时光（光明店）
餐饮评论-3794,ID2794,贵族自助牛排餐厅（华侨城店）
餐饮评论-3795,ID2795,贵族自助牛排餐厅（华侨城店）
餐饮评论-3796,ID2796,相聚时光（化州店）
餐饮评论-3797,ID2797,优乐堡（开发区店）
餐饮评论-3798,ID2798,果之度（迎宾三路店）
餐饮评论-3799,ID2799,果之度（为民店）
餐饮评论-3800,ID2800,源丰唐茶楼（电白万达广场店）
餐饮评论-3801,ID2801,优乐堡（开发区店）
餐饮评论-3802,ID2802,优乐堡（开发区店）
餐饮评论-3803,ID2803,瀛食精致料理
餐饮评论-3804,ID2804,顺德火焰醉鹅坊（站北五路店）
餐饮评论-3805,ID2805,顺德火焰醉鹅坊（站北五路店）
餐饮评论-3806,ID2806,果之度（为民店）
餐饮评论-3807,ID2807,贵族自助牛排餐厅（华侨城店）
餐饮评论-3808,ID2808,CAKE情迷黑森林
餐饮评论-3809,ID2809,源丰唐茶楼（电白万达广场店）
餐饮评论-3810,ID2810,优悦西餐厅（维斯顿店）
餐饮评论-3811,ID2811,优悦西餐厅（维斯顿店）
餐饮评论-3812,ID2812,贵族自助牛排餐厅（华侨城店）
餐饮评论-3813,ID2813,贵族自助牛排餐厅（华侨城店）
餐饮评论-3814,ID2814,爵士厚牛排自助餐馆（汇丰店）
餐饮评论-3815,ID2815,十七门重庆老火锅（电白万达店）
餐饮评论-3816,ID2816,果之度（迎宾三路店）
餐饮评论-3817,ID2817,优悦西餐厅（维斯顿店）
餐饮评论-3818,ID2818,优悦西餐厅（维斯顿店）
餐饮评论-3819,ID2819,街头牛排（光华北路店）
餐饮评论-3820,ID2820,菠斯蒂蛋糕
餐饮评论-3821,ID2821,菠斯蒂蛋糕
餐饮评论-3822,ID2822,LINLEE·手打柠檬茶（文创店）
餐饮评论-3823,ID2823,十七门重庆老火锅（电白万达店）
餐饮评论-3824,ID2824,大赞∙炙烧寿司（万达广场店）
餐饮评论-3825,ID2825,CAKE情迷黑森林
餐饮评论-3826,ID2826,源丰唐茶楼（电白万达广场店）
餐饮评论-3827,ID2827,爵士厚牛排自助餐馆（汇丰店）
餐饮评论-3828,ID2828,爵士厚牛排自助餐馆（汇丰店）
餐饮评论-3829,ID2829,顺德火焰醉鹅坊（站北五路店）
餐饮评论-3830,ID2830,十七门重庆老火锅（电白万达店）
餐饮评论-3831,ID2831,优之品西点
餐饮评论-3832,ID2832,十七门重庆老火锅（电白万达店）
餐饮评论-3833,ID2833,贵族自助牛排餐厅（华侨城店）
餐饮评论-3834,ID2834,CAKE情迷黑森林
餐饮评论-3835,ID2835,爵士厚牛排自助餐馆（汇丰店）
餐饮评论-3836,ID2836,十七门重庆老火锅（电白万达店）
餐饮评论-3837,ID2837,贵族自助牛排餐厅（华侨城店）
餐饮评论-3838,ID2838,贵族自助牛排餐厅（华侨城店）
餐饮评论-3839,ID2839,贵族自助牛排餐厅（华侨城店）
餐饮评论-3840,ID2840,友情有意音乐餐厅
餐饮评论-3841,ID2841,爵士厚牛排自助餐馆（汇丰店）
餐饮评论-3842,ID2842,小乔紫菜卷（小乔店）
餐饮评论-3843,ID2843,小乔紫菜卷（小乔店）
餐饮评论-3844,ID2844,街头牛排（光华北路店）
餐饮评论-3845,ID2845,优悦西餐厅（维斯顿店）
餐饮评论-3846,ID2846,果之度（为民店）
餐饮评论-3847,ID2847,果之度（为民店）
餐饮评论-3848,ID2848,菠斯蒂蛋糕
餐饮评论-3849,ID2849,街头牛排（光华北路店）
餐饮评论-3850,ID2850,椒王火锅（电白店）
餐饮评论-3851,ID2851,贵族自助牛排餐厅（华侨城店）
餐饮评论-3852,ID2852,相聚时光（化州店）
餐饮评论-3853,ID2853,贵族自助牛排餐厅（华侨城店）
餐饮评论-3854,ID2854,相聚时光（光明店）
餐饮评论-3855,ID2855,满酱（东湖店）
餐饮评论-3856,ID2856,街头牛排（光华北路店）
餐饮评论-3857,ID2857,街头牛排（光华北路店）
餐饮评论-3858,ID2858,LINLEE·手打柠檬茶（文创店）
餐饮评论-3859,ID2859,LINLEE·手打柠檬茶（文创店）
餐饮评论-3860,ID2860,贵族自助牛排餐厅（华侨城店）
餐饮评论-3861,ID2861,友情有意音乐餐厅
餐饮评论-3862,ID2862,盛香烧鹅（东方市场店）
餐饮评论-3863,ID2863,菠斯蒂蛋糕
餐饮评论-3864,ID2864,优之品西点
餐饮评论-3865,ID2865,街头牛排（光华北路店）
餐饮评论-3866,ID2866,相聚时光（光明店）
餐饮评论-3867,ID2867,十七门重庆老火锅（电白万达店）
餐饮评论-3868,ID2868,贵族自助牛排餐厅（华侨城店）
餐饮评论-3869,ID2869,爵士厚牛排自助餐馆（汇丰店）
餐饮评论-3870,ID2870,优乐堡（开发区店）
餐饮评论-3871,ID2871,LINLEE·手打柠檬茶（文创店）
餐饮评论-3872,ID2872,LINLEE·手打柠檬茶（文创店）
餐饮评论-3873,ID2873,LINLEE·手打柠檬茶（文创店）
餐饮评论-3874,ID2874,街头牛排（光华北路店）
餐饮评论-3875,ID2875,源丰唐茶楼（电白万达广场店）
餐饮评论-3876,ID2876,源丰唐茶楼（电白万达广场店）
餐饮评论-3877,ID2877,源丰唐茶楼（电白万达广场店）
餐饮评论-3878,ID2878,法兰度航空主题餐厅（东汇城店）
餐饮评论-3879,ID2879,贵族自助牛排餐厅（华侨城店）
餐饮评论-3880,ID2880,LINLEE·手打柠檬茶（文创店）
餐饮评论-3881,ID2881,相聚时光（化州店）
餐饮评论-3882,ID2882,优乐堡（开发区店）
餐饮评论-3883,ID2883,菠斯蒂蛋糕
餐饮评论-3884,ID2884,贵族自助牛排餐厅（华侨城店）
餐饮评论-3885,ID2885,爵士厚牛排自助餐馆（汇丰店）
餐饮评论-3886,ID2886,盛香烧鹅（东方市场店）
餐饮评论-3887,ID2887,御品豆花（宾南路店）
餐饮评论-3888,ID2888,御品豆花（宾南路店）
餐饮评论-3889,ID2889,源丰唐茶楼（电白万达广场店）
餐饮评论-3890,ID2890,源丰唐茶楼（电白万达广场店）
餐饮评论-3891,ID2891,友情有意音乐餐厅
餐饮评论-3892,ID2892,御品豆花（宾南路店）
餐饮评论-3893,ID2893,菠斯蒂蛋糕
餐饮评论-3894,ID2894,LINLEE·手打柠檬茶（文创店）
餐饮评论-3895,ID2895,旺角亭（为民店）
餐饮评论-3896,ID2896,盛香烧鹅（东方市场店）
餐饮评论-3897,ID2897,菠斯蒂蛋糕
餐饮评论-3898,ID2898,相聚时光（光明店）
餐饮评论-3899,ID2899,相聚时光（光明店）
餐饮评论-3900,ID2900,相聚时光（光明店）
餐饮评论-3901,ID2901,Hello炸鸡（方兴店）
餐饮评论-3902,ID2902,旺角亭（为民店）
餐饮评论-3903,ID2903,贵族自助牛排餐厅（华侨城店）
餐饮评论-3904,ID2904,盛香烧鹅（东方市场店）
餐饮评论-3905,ID2905,瀛食精致料理
餐饮评论-3906,ID2906,优乐堡（开发区店）
餐饮评论-3907,ID2907,优乐堡（开发区店）
餐饮评论-3908,ID2908,果之度（迎宾三路店）
餐饮评论-3909,ID2909,十七门重庆老火锅（电白万达店）
餐饮评论-3910,ID2910,顺德火焰醉鹅坊（站北五路店）
餐饮评论-3911,ID2911,十七门重庆老火锅（电白万达店）
餐饮评论-3912,ID2912,顺德火焰醉鹅坊（站北五路店）
餐饮评论-3913,ID2913,御品豆花（宾南路店）
餐饮评论-3914,ID2914,优之品西点
餐饮评论-3915,ID2915,LINLEE·手打柠檬茶（文创店）
餐饮评论-3916,ID2916,LINLEE·手打柠檬茶（文创店）
餐饮评论-3917,ID2917,街头牛排（光华北路店）
餐饮评论-3918,ID2918,街头牛排（光华北路店）
餐饮评论-3919,ID2919,螺香汇·柳州螺蛳粉（官渡二路油校店）
餐饮评论-3920,ID2920,二月时光烘焙坊（华夏世纪花园店）
餐饮评论-3921,ID2921,瀛食精致料理
餐饮评论-3922,ID2922,友情有意音乐餐厅
餐饮评论-3923,ID2923,付记·招牌酸菜鱼
餐饮评论-3924,ID2924,付记·招牌酸菜鱼
餐饮评论-3925,ID2925,付记·招牌酸菜鱼
餐饮评论-3926,ID2926,椒王火锅（电白店）
餐饮评论-3927,ID2927,大赞∙炙烧寿司（万达广场店）
餐饮评论-3928,ID2928,源丰唐茶楼（电白万达广场店）
餐饮评论-3929,ID2929,优之品西点
餐饮评论-3930,ID2930,十七门重庆老火锅（电白万达店）
餐饮评论-3931,ID2931,十七门重庆老火锅（电白万达店）
餐饮评论-3932,ID2932,椒王火锅（电白店）
餐饮评论-3933,ID2933,相聚时光（化州店）
餐饮评论-3934,ID2934,瀛食精致料理
餐饮评论-3935,ID2935,付记·招牌酸菜鱼
餐饮评论-3936,ID2936,御品豆花（宾南路店）
餐饮评论-3937,ID2937,菠斯蒂蛋糕
餐饮评论-3938,ID2938,盛香烧鹅（东方市场店）
餐饮评论-3939,ID2939,法兰度航空主题餐厅（东汇城店）
餐饮评论-3940,ID2940,顺德火焰醉鹅坊（站北五路店）
餐饮评论-3941,ID2941,御品豆花（宾南路店）
餐饮评论-3942,ID2942,小乔紫菜卷（小乔店）
餐饮评论-3943,ID2943,法兰度航空主题餐厅（东汇城店）
餐饮评论-3944,ID2944,相聚时光（光明店）
餐饮评论-3945,ID2945,贵族自助牛排餐厅（华侨城店）
餐饮评论-3946,ID2946,源丰唐茶楼（电白万达广场店）
餐饮评论-3947,ID2947,源丰唐茶楼（电白万达广场店）
餐饮评论-3948,ID2948,爵士厚牛排自助餐馆（汇丰店）
餐饮评论-3949,ID2949,付记·招牌酸菜鱼
餐饮评论-3950,ID2950,友情有意音乐餐厅
餐饮评论-3951,ID2951,街头牛排（光华北路店）
餐饮评论-3952,ID2952,椒王火锅（电白店）
餐饮评论-3953,ID2953,爵士厚牛排自助餐馆（汇丰店）
餐饮评论-3954,ID2954,爵士厚牛排自助餐馆（汇丰店）
餐饮评论-3955,ID2955,友情有意音乐餐厅
餐饮评论-3956,ID2956,友情有意音乐餐厅
餐饮评论-3957,ID2957,街头牛排（光华北路店）
餐饮评论-3958,ID2958,椒王火锅（电白店）
餐饮评论-3959,ID2959,爵士厚牛排自助餐馆（汇丰店）
餐饮评论-3960,ID2960,瀛食精致料理
餐饮评论-3961,ID2961,麦当劳（明湖店）
餐饮评论-3962,ID2962,优悦西餐厅（维斯顿店）
餐饮评论-3963,ID2963,菠斯蒂蛋糕
餐饮评论-3964,ID2964,十七门重庆老火锅（电白万达店）
餐饮评论-3965,ID2965,贵族自助牛排餐厅（华侨城店）
餐饮评论-3966,ID2966,贵族自助牛排餐厅（华侨城店）
餐饮评论-3967,ID2967,爵士厚牛排自助餐馆（汇丰店）
餐饮评论-3968,ID2968,盛香烧鹅（东方市场店）
餐饮评论-3969,ID2969,优乐堡（开发区店）
餐饮评论-3970,ID2970,麦当劳（明湖店）
餐饮评论-3971,ID2971,友情有意音乐餐厅
餐饮评论-3972,ID2972,优悦西餐厅（维斯顿店）
餐饮评论-3973,ID2973,优之品西点
餐饮评论-3974,ID2974,法兰度航空主题餐厅（东汇城店）
餐饮评论-3975,ID2975,法兰度航空主题餐厅（东汇城店）
餐饮评论-3976,ID2976,果之度（为民店）
餐饮评论-3977,ID2977,果之度（为民店）
餐饮评论-3978,ID2978,御品豆花（宾南路店）
餐饮评论-3979,ID2979,法兰度航空主题餐厅（东汇城店）
餐饮评论-3980,ID2980,菠斯蒂蛋糕
餐饮评论-3981,ID2981,十七门重庆老火锅（电白万达店）
餐饮评论-3982,ID2982,街头牛排（光华北路店）
餐饮评论-3983,ID2983,街头牛排（光华北路店）
餐饮评论-3984,ID2984,贵族自助牛排餐厅（华侨城店）
餐饮评论-3985,ID2985,友情有意音乐餐厅
餐饮评论-3986,ID2986,街头牛排（光华北路店）
餐饮评论-3987,ID2987,十七门重庆老火锅（电白万达店）
餐饮评论-3988,ID2988,椒王火锅（电白店）
餐饮评论-3989,ID2989,贵族自助牛排餐厅（华侨城店）
餐饮评论-3990,ID2990,螺香汇·柳州螺蛳粉（官渡二路油校店）
餐饮评论-3991,ID2991,旺角亭（为民店）
餐饮评论-3992,ID2992,麦当劳（明湖店）
餐饮评论-3993,ID2993,麦当劳（明湖店）
餐饮评论-3994,ID2994,付记·招牌酸菜鱼
餐饮评论-3995,ID2995,顺德火焰醉鹅坊（站北五路店）
餐饮评论-3996,ID2996,菠斯蒂蛋糕
餐饮评论-3997,ID2997,椒王火锅（电白店）
餐饮评论-3998,ID2998,街头牛排（光华北路店）
餐饮评论-3999,ID2999,旺角亭（为民店）
餐饮评论-4000,ID3000,爵士厚牛排自助餐馆（汇丰店）
餐饮评论-4001,ID3001,爵士厚牛排自助餐馆（汇丰店）
餐饮评论-4002,ID3002,瀛食精致料理
餐饮评论-4003,ID3003,瀛食精致料理
餐饮评论-4004,ID3004,顺德火焰醉鹅坊（站北五路店）
餐饮评论-4005,ID3005,付记·招牌酸菜鱼
餐饮评论-4006,ID3006,果之度（为民店）
餐饮评论-4007,ID3007,优悦西餐厅（维斯顿店）
餐饮评论-4008,ID3008,十七门重庆老火锅（电白万达店）
餐饮评论-4009,ID3009,御品豆花（宾南路店）
餐饮评论-4010,ID3010,菠斯蒂蛋糕
餐饮评论-4011,ID3011,贵族自助牛排餐厅（华侨城店）
餐饮评论-4012,ID3012,旺角亭（为民店）
餐饮评论-4013,ID3013,优乐堡（开发区店）
餐饮评论-4014,ID3014,付记·招牌酸菜鱼
餐饮评论-4015,ID3015,十七门重庆老火锅（电白万达店）
餐饮评论-4016,ID3016,旺角亭（为民店）
餐饮评论-4017,ID3017,相聚时光（化州店）
餐饮评论-4018,ID3018,相聚时光（化州店）
餐饮评论-4019,ID3019,付记·招牌酸菜鱼
餐饮评论-4020,ID3020,贵族自助牛排餐厅（华侨城店）
餐饮评论-4021,ID3021,椒王火锅（电白店）
餐饮评论-4022,ID3022,贵族自助牛排餐厅（华侨城店）
餐饮评论-4023,ID3023,贵族自助牛排餐厅（华侨城店）
餐饮评论-4024,ID3024,源丰唐茶楼（电白万达广场店）
餐饮评论-4025,ID3025,爵士厚牛排自助餐馆（汇丰店）
餐饮评论-4026,ID3026,爵士厚牛排自助餐馆（汇丰店）
餐饮评论-4027,ID3027,爵士厚牛排自助餐馆（汇丰店）
餐饮评论-4028,ID3028,瀛食精致料理
餐饮评论-4029,ID3029,江渔儿酸菜鱼（高州店）
餐饮评论-4030,ID3030,菠斯蒂蛋糕
餐饮评论-4031,ID3031,Hello炸鸡（方兴店）
餐饮评论-4032,ID3032,爵士厚牛排自助餐馆（汇丰店）
餐饮评论-4033,ID3033,爵士厚牛排自助餐馆（汇丰店）
餐饮评论-4034,ID3034,付记·招牌酸菜鱼
餐饮评论-4035,ID3035,友情有意音乐餐厅
餐饮评论-4036,ID3036,十七门重庆老火锅（电白万达店）
餐饮评论-4037,ID3037,椒王火锅（电白店）
餐饮评论-4038,ID3038,椒王火锅（电白店）
餐饮评论-4039,ID3039,贵族自助牛排餐厅（华侨城店）
餐饮评论-4040,ID3040,鲜饮时光（高州店）
餐饮评论-4041,ID3041,爵士厚牛排自助餐馆（汇丰店）
餐饮评论-4042,ID3042,优乐堡（开发区店）
餐饮评论-4043,ID3043,爵士厚牛排自助餐馆（汇丰店）
餐饮评论-4044,ID3044,御品豆花（宾南路店）
餐饮评论-4045,ID3045,十七门重庆老火锅（电白万达店）
餐饮评论-4046,ID3046,Hello炸鸡（方兴店）
餐饮评论-4047,ID3047,椒王火锅（电白店）
餐饮评论-4048,ID3048,源丰唐茶楼（电白万达广场店）
餐饮评论-4049,ID3049,菠斯蒂蛋糕
餐饮评论-4050,ID3050,旺角亭（为民店）
餐饮评论-4051,ID3051,相聚时光（化州店）
餐饮评论-4052,ID3052,相聚时光（化州店）
餐饮评论-4053,ID3053,相聚时光（化州店）
餐饮评论-4054,ID3054,相聚时光（化州店）
餐饮评论-4055,ID3055,付记·招牌酸菜鱼
餐饮评论-4056,ID3056,付记·招牌酸菜鱼
餐饮评论-4057,ID3057,友情有意音乐餐厅
餐饮评论-4058,ID3058,法兰度航空主题餐厅（东汇城店）
餐饮评论-4059,ID3059,果之度（迎宾三路店）
餐饮评论-4060,ID3060,汉宫传承隆江猪脚饭（上排垌店）
餐饮评论-4061,ID3061,江渔儿酸菜鱼（高州店）
餐饮评论-4062,ID3062,小乔紫菜卷（小乔店）
餐饮评论-4063,ID3063,相聚时光（光明店）
餐饮评论-4064,ID3064,LINLEE·手打柠檬茶（文创店）
餐饮评论-4065,ID3065,贵族自助牛排餐厅（华侨城店）
餐饮评论-4066,ID3066,贵族自助牛排餐厅（华侨城店）
餐饮评论-4067,ID3067,贵族自助牛排餐厅（华侨城店）
餐饮评论-4068,ID3068,旺角亭（为民店）
餐饮评论-4069,ID3069,贵族自助牛排餐厅（华侨城店）
餐饮评论-4070,ID3070,鲜饮时光（高州店）
餐饮评论-4071,ID3071,付记·招牌酸菜鱼
餐饮评论-4072,ID3072,友情有意音乐餐厅
餐饮评论-4073,ID3073,友情有意音乐餐厅
餐饮评论-4074,ID3074,御品豆花（宾南路店）
餐饮评论-4075,ID3075,满酱（东湖店）
餐饮评论-4076,ID3076,旺角亭（为民店）
餐饮评论-4077,ID3077,爵士厚牛排自助餐馆（汇丰店）
餐饮评论-4078,ID3078,爵士厚牛排自助餐馆（汇丰店）
餐饮评论-4079,ID3079,付记·招牌酸菜鱼
餐饮评论-4080,ID3080,汉宫传承隆江猪脚饭（上排垌店）
餐饮评论-4081,ID3081,友情有意音乐餐厅
餐饮评论-4082,ID3082,汉宫传承隆江猪脚饭（上排垌店）
餐饮评论-4083,ID3083,汉宫传承隆江猪脚饭（上排垌店）
餐饮评论-4084,ID3084,菠斯蒂蛋糕
餐饮评论-4085,ID3085,法兰度航空主题餐厅（东汇城店）
餐饮评论-4086,ID3086,相聚时光（光明店）
餐饮评论-4087,ID3087,贵族自助牛排餐厅（华侨城店）
餐饮评论-4088,ID3088,付记·招牌酸菜鱼
餐饮评论-4089,ID3089,爵士厚牛排自助餐馆（汇丰店）
餐饮评论-4090,ID3090,相聚时光（化州店）
餐饮评论-4091,ID3091,瀛食精致料理
餐饮评论-4092,ID3092,付记·招牌酸菜鱼
餐饮评论-4093,ID3093,付记·招牌酸菜鱼
餐饮评论-4094,ID3094,元晟坊蛋糕（南香公园店）
餐饮评论-4095,ID3095,元晟坊蛋糕（南香公园店）
餐饮评论-4096,ID3096,LINLEE·手打柠檬茶（文创店）
餐饮评论-4097,ID3097,LINLEE·手打柠檬茶（文创店）
餐饮评论-4098,ID3098,椒王火锅（电白店）
餐饮评论-4099,ID3099,椒王火锅（电白店）
餐饮评论-4100,ID3100,椒王火锅（电白店）
餐饮评论-4101,ID3101,盛香烧鹅（东方市场店）
餐饮评论-4102,ID3102,盛香烧鹅（东方市场店）
餐饮评论-4103,ID3103,元晟坊蛋糕（南香公园店）
餐饮评论-4104,ID3104,相聚时光（光明店）
餐饮评论-4105,ID3105,椒王火锅（电白店）
餐饮评论-4106,ID3106,瀛食精致料理
餐饮评论-4107,ID3107,江渔儿酸菜鱼（高州店）
